title,link
"Tillage Practices in the Conterminous United States, 1989-2004--Datasets by Aggregated Watershed; ds573_tillage_lu01

    ",https://catalog.data.gov/dataset/tillage-practices-in-the-conterminous-united-states-1989-2004-datasets-by-aggregated-water
"City Court Warrants

    ",https://catalog.data.gov/dataset/city-court-warrants
"National Bridge Inventory Element Data

    ",https://catalog.data.gov/dataset/national-bridge-inventory-element-data1
"Local Hotel Occupancy Tax (HOT) Data

    ",https://catalog.data.gov/dataset/local-hotel-occupancy-tax-hot-data
"Number of Cancer Cases for All Cancer Sites by Jurisdiction, Gender, and Race, Maryland 2009

    ",https://catalog.data.gov/dataset/number-of-cancer-cases-for-all-cancer-sites-by-jurisdiction-gender-and-race-maryland-2009
"Series Information for 2020 Census Voting District (VTD) State-based TIGER/Line Shapefiles, Current

            NGDA
        

    ",https://catalog.data.gov/dataset/series-information-for-2020-census-voting-district-vtd-state-based-tiger-line-shapefiles-curren
"Dataset for Chemical Signatures of neurodevelopmental disorders

    ",https://catalog.data.gov/dataset/dataset-for-chemical-signatures-of-neurodevelopmental-disorders
"dbSNP

    ",https://catalog.data.gov/dataset/dbsnp
"Earth Observing-1 Hyperion: 2001-Present

    ",https://catalog.data.gov/dataset/earth-observing-1-hyperion-2001-present
"National Farmers Market Directory

    ",https://catalog.data.gov/dataset/national-farmers-market-directory
"GeoSam

    ",https://catalog.data.gov/dataset/geosam
"OCO-2 GEOS Level 3 daily, 0.5x0.625 assimilated CO2 V10r (OCO2_GEOS_L3CO2_DAY) at GES DISC

    ",https://catalog.data.gov/dataset/oco-2-geos-level-3-daily-0-5x0-625-assimilated-co2-v10r-oco2-geos-l3co2-day-at-ges-disc-2b85f
"Healthcare Payments Data (HPD) Healthcare Measures

    ",https://catalog.data.gov/dataset/healthcare-payments-data-hpd-healthcare-measures-9f673
"Nutrition, Physical Activity, and Obesity - National Immunization Survey (Breastfeeding)

    ",https://catalog.data.gov/dataset/nutrition-physical-activity-and-obesity-national-immunization-survey-breastfeeding
"Raw ground-penetrating radar data, Edwin B. Forsythe National Wildlife Refuge, New Jersey, 2014-15

    ",https://catalog.data.gov/dataset/raw-ground-penetrating-radar-data-edwin-b-forsythe-national-wildlife-refuge-new-jersey-201
"United States Register of Introduced and Invasive Species

    ",https://catalog.data.gov/dataset/united-states-register-of-introduced-and-invasive-species
"Multivariate Time Series Search

    ",https://catalog.data.gov/dataset/multivariate-time-series-search
"Forest Inventory and Biophysical Measurements, Brazilian Amazon, 2009-2018

    ",https://catalog.data.gov/dataset/forest-inventory-and-biophysical-measurements-brazilian-amazon-2009-2018-641d4
"NACP Integrated Wildland and Cropland 30-m Fuel Characteristics Map, U.S.A., 2010

    ",https://catalog.data.gov/dataset/nacp-integrated-wildland-and-cropland-30-m-fuel-characteristics-map-u-s-a-2010-d6db7
"Upwelling Index, 48N 125W, 6-hourly

    ",https://catalog.data.gov/dataset/upwelling-index-48n-125w-6-hourly
"Public Electric Vehicle Charging Stations and Alternative Fuel Stations in Maryland

    ",https://catalog.data.gov/dataset/public-electric-vehicle-charging-stations-and-alternative-fuel-stations-in-maryland
"Digital Geologic-GIS Map of San Miguel Island, California (NPS, GRD, GRI, CHIS, SMIS digital map) adapted from a American Association of Petroleum Geologists Field Trip Guidebook map by Weaver and Doerner (1969)

    ",https://catalog.data.gov/dataset/digital-geologic-gis-map-of-san-miguel-island-california-nps-grd-gri-chis-smis-digital-map
"Money Market Fund Information

    ",https://catalog.data.gov/dataset/money-market-fund-information
"USDA ARS Image Gallery

    ",https://catalog.data.gov/dataset/usda-ars-image-gallery-7f166
"NCEI Standard Product: Global Ocean Currents Database (GOCD)

    ",https://catalog.data.gov/dataset/ncei-standard-product-global-ocean-currents-database-gocd
"Maryland Foreclosure Notice Data by County

    ",https://catalog.data.gov/dataset/maryland-foreclosure-data-by-county
"Notary Public Directory

    ",https://catalog.data.gov/dataset/notary-public-directory
"Street Pavement Rating

    ",https://catalog.data.gov/dataset/street-pavement-rating-b6ef4
"Mill Rates for FY 2014-2025

    ",https://catalog.data.gov/dataset/mill-rates-for-fy-2014-2021
"TIGER/Line Shapefile, 2023, County, Nassau County, NY, Topological Faces (Polygons With All Geocodes)

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2023-county-nassau-county-ny-topological-faces-polygons-with-all-geocodes
"Report of Assets and Liabilities of U.S. Branches and Agencies of Foreign Banks; Report of Assets and Liabilities of a Non-U.S. Branch that is Managed or Controlled by a U.S. Branch or Agency of a Foreign (Non-U.S.) Bank

    ",https://catalog.data.gov/dataset/report-of-assets-and-liabilities-of-u-s-branches-and-agencies-of-foreign-banks-report-of-a
"2023 Cartographic Boundary File (SHP), County and Equivalent for United States, 1:5,000,000

    ",https://catalog.data.gov/dataset/2023-cartographic-boundary-file-shp-county-and-equivalent-for-united-states-1-5000000
"TRMM (TMPA) Precipitation L3 1 day 0.25 degree x 0.25 degree V7 (TRMM_3B42_Daily) at GES DISC

    ",https://catalog.data.gov/dataset/trmm-tmpa-precipitation-l3-1-day-0-25-degree-x-0-25-degree-v7-trmm-3b42-daily-at-ges-disc
"Diagnosing Faults in Electrical Power Systems of Spacecraft and Aircraft

    ",https://catalog.data.gov/dataset/diagnosing-faults-in-electrical-power-systems-of-spacecraft-and-aircraft
"Grizzly Bear Space Use in the US Northern Rocky Mountains (ver. 3.0, July 2024)

    ",https://catalog.data.gov/dataset/grizzly-bear-space-use-in-the-us-northern-rocky-mountains
"TIGER/Line Shapefile, Current, State, Arizona, Census Tract

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-current-state-arizona-census-tract
"Security Guard Schools Approved by the Division of Criminal Justice Services

    ",https://catalog.data.gov/dataset/security-guard-schools-approved-by-the-division-of-criminal-justice-services
"NOAA Next Generation Radar (NEXRAD) Level 1 Event Data

    ",https://catalog.data.gov/dataset/noaa-next-generation-radar-nexrad-level-1-event-data2
"Actual evapotranspiration (AET) monthly rates from ET stations in central Florida and corresponding simplified surface energy balance operational AET rates

    ",https://catalog.data.gov/dataset/actual-evapotranspiration-aet-monthly-rates-from-et-stations-in-central-florida-and-corres
"Identification of Spatial Fault Patterns in Semiconductor Wafers

    ",https://catalog.data.gov/dataset/identification-of-spatial-fault-patterns-in-semiconductor-wafers
"National Health Care Practitioner Database (NHCPD)

    ",https://catalog.data.gov/dataset/national-health-care-practitioner-database-nhcpd
"Golf Courses

    ",https://catalog.data.gov/dataset/golf-courses-1a3c0
"NYC Farmers Markets

    ",https://catalog.data.gov/dataset/dohmh-farmers-markets
"Top 50 Employers - Maui County

    ",https://catalog.data.gov/dataset/top-50-employers-maui-county
"Impervious Surface 2021

    ",https://catalog.data.gov/dataset/impervious-surface-2021
"Short Term Rental Locations

    ",https://catalog.data.gov/dataset/short-term-rental-locations
"Containerized Exports at US Ports

    ",https://catalog.data.gov/dataset/containerized-exports-at-us-ports
"Prostitution, Human Trafficking, and Victim Identification: Establishing an Evidence-Based Foundation for a Specialized Criminal Justice Response, New York City, 2015-2016

    ",https://catalog.data.gov/dataset/prostitution-human-trafficking-and-victim-identification-establishing-an-evidence-bas-2015-201dc
"Shorelines Extracted from 1984-2015 Landsat Imagery: Dauphin Island, Alabama (Polygon:  Combined Dates)

    ",https://catalog.data.gov/dataset/shorelines-extracted-from-1984-2015-landsat-imagery-dauphin-island-alabama-polygon-combine
"OneNYC 2050 (Historical)

    ",https://catalog.data.gov/dataset/onenyc-2050
"Implementation of a Surface Water Extent Model using Cloud-Based Remote Sensing - Code and Maps

    ",https://catalog.data.gov/dataset/implementation-of-a-surface-water-extent-model-using-cloud-based-remote-sensing-code-and-m
"Car Allowance Rebate System (CARS) - Purchased Vehicles - Purchased Vehicles xls file

    ",https://catalog.data.gov/dataset/car-allowance-rebate-system-cars-purchased-vehicles-purchased-vehicles-xls-file
"Crossing Inventory Data (Form 71) - Current

    ",https://catalog.data.gov/dataset/crossing-inventory-data-current
"AuthHist

    ",https://catalog.data.gov/dataset/authhist
"Prescription Monitoring Program: Top 5 Stimulant Prescriptions Dispensed

    ",https://catalog.data.gov/dataset/top-5-stimulant-prescriptions-dispensed
"The Immunology Database and Analysis Portal (ImmPort)

    ",https://catalog.data.gov/dataset/the-immunology-database-and-analysis-portal-immport
"Associated Address by Borough and Community District

    ",https://catalog.data.gov/dataset/associated-address-by-borough-and-community-district
"Biologically Important Areas for Cetaceans within U.S. Waters

    ",https://catalog.data.gov/dataset/biologically-important-areas-for-cetaceans-within-u-s-waters1
"Common Core of Data (CCD) - School Nonfiscal Data Files and Documentation, 2018-19

    ",https://catalog.data.gov/dataset/common-core-of-data-ccd-school-nonfiscal-data-files-and-documentation-2018-19-63ff0
"RTA Routes

    ",https://catalog.data.gov/dataset/truck-routes-fcf7e
"Airborne geophysical survey: Beaver Valley, Utah

    ",https://catalog.data.gov/dataset/airborne-geophysical-survey-beaver-valley-utah
"Closed Discrimination Complaint Cases in Iowa

    ",https://catalog.data.gov/dataset/closed-discrimination-complaint-cases-in-iowa
"Parks - Facilities & Features - Shapefiles

    ",https://catalog.data.gov/dataset/parks-facilities-features-shapefiles
"Financial Statement Data Sets Archive

    ",https://catalog.data.gov/dataset/financial-statement-data-sets-archive
"Computer Forensic Reference Data Set Portal

    ",https://catalog.data.gov/dataset/computer-forensic-reference-data-set-portal-ce60e
"Milk Marketing Order Statistics

    ",https://catalog.data.gov/dataset/milk-marketing-order-statistics
"USDA Active Purchase Card Holders

    ",https://catalog.data.gov/dataset/usda-active-purchase-card-holders
"Global Upper Air Radiosonde Binary Universal Form for the Representation of meteorological data (BUFR) archive from ECMWF

    ",https://catalog.data.gov/dataset/global-upper-air-radiosonde-binary-universal-form-for-the-representation-of-meteorological-data1
"Collection
            
Capital Punishment in the United States Series

    ",https://catalog.data.gov/dataset/capital-punishment-in-the-united-states-series-cff3a
"Healthcare Payments Data (HPD): Fee-For-Service Drug Costs in the Commercial Market

    ",https://catalog.data.gov/dataset/healthcare-payments-data-hpd-fee-for-service-drug-costs-in-the-commercial-market-ea9bb
"Allegheny County Air Quality

    ",https://catalog.data.gov/dataset/allegheny-county-air-quality
"SHIP Emergency Department Visit Rate Due To Diabetes 2008-2017

    ",https://catalog.data.gov/dataset/ship-emergency-department-visit-rate-due-to-diabetes-2008-2017
"Trade Policy Information System (TPIS)

    ",https://catalog.data.gov/dataset/trade-policy-information-system-tpis
"TIGER/Line Shapefile, 2022, State, New Mexico, NM, 2020 Census Block

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2022-state-new-mexico-nm-2020-census-block
"Heat Stress Index (Map Service)

    ",https://catalog.data.gov/dataset/heat-stress-index-map-service-45d11
"Collection
            
International Energy Data - All Energy

    ",https://catalog.data.gov/dataset/international-energy-data-all-energy
"Current Season Spring Trout Stocking

    ",https://catalog.data.gov/dataset/current-season-spring-trout-stocking
"SFCN Coral Reef Monitoring Protocol Data Package: Species dataset for South Florida Caribbean Network Parks (2009-2020)

    ",https://catalog.data.gov/dataset/sfcn-coral-reef-monitoring-protocol-data-package-species-dataset-for-south-florida-ca-2009
"Allegheny County Fast Food Establishments

    ",https://catalog.data.gov/dataset/allegheny-county-fast-food-establishments
"Hospital Enrollments

    ",https://catalog.data.gov/dataset/hospital-enrollments
"Baton Rouge City Limit

    ",https://catalog.data.gov/dataset/baton-rouge-city-limit
"DMSP OLS - Operational Linescan System

    ",https://catalog.data.gov/dataset/dmsp-ols-operational-linescan-system
"Digital Geologic-GIS Map of Mammoth Cave National Park and Vicinity, Kentucky (NPS, GRD, GRI, MACA, ABLI, MACA digital map) adapted from U.S. Geological Survey Geologic Quadrangle Maps and Kentucky Geological Survey Digitally Vectorized Geological Quadrangle maps

    ",https://catalog.data.gov/dataset/digital-geologic-gis-map-of-mammoth-cave-national-park-and-vicinity-kentucky-nps-grd-gri-m
"Statewide Greenhouse Gas Emissions: Beginning 1990

    ",https://catalog.data.gov/dataset/statewide-greenhouse-gas-emissions-beginning-1990
"COVID-19 Assistance

    ",https://catalog.data.gov/dataset/covid-19-assistance
"Vaccine demographic data

    ",https://catalog.data.gov/dataset/vaccine-demographic-data
"TIGER/Line Shapefile, Current, County, Houston County, GA, All Roads

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-current-county-houston-county-ga-all-roads
"COVID-19 Nursing Home Data

    ",https://catalog.data.gov/dataset/covid-19-nursing-home-data-ec1ce
"2022 Crash Data on State Highway System

    ",https://catalog.data.gov/dataset/2022-crash-data-on-state-highway-system-55053
"Lake Okeechobee Bathymetry data

    ",https://catalog.data.gov/dataset/lake-okeechobee-bathymetry-data
"HCUP Nationwide Emergency Department Database (NEDS) Restricted Access File

    ",https://catalog.data.gov/dataset/hcup-nationwide-emergency-department-database-neds-restricted-access-file
"Invasive Species

    ",https://catalog.data.gov/dataset/invasive-species-812ab
"2018 Yellow Taxi Trip Data

    ",https://catalog.data.gov/dataset/2018-yellow-taxi-trip-data
"CTA - 'L' (Rail) Lines

    ",https://catalog.data.gov/dataset/cta-l-rail-lines
"CSRIC Best Practices

    ",https://catalog.data.gov/dataset/csric-best-practices
"PREDICT Emerging Pandemic Threats Project (Restricted Data)

    ",https://catalog.data.gov/dataset/predict-emerging-pandemic-threats-project
"Education Directory

    ",https://catalog.data.gov/dataset/education-directory
"Bumble bees and flowering plants in Glacier National Park 2023

    ",https://catalog.data.gov/dataset/bumble-bees-and-flowering-plants-in-glacier-national-park-2023
"Sample 2025 Iowa Affordable Care Act Premiums by Plan and County

    ",https://catalog.data.gov/dataset/sample-2025-iowa-affordable-care-act-premiums-by-plan-and-county
"Austin Animal Center Stray Map

    ",https://catalog.data.gov/dataset/austin-animal-center-stray-map
"SDG Indicator 11.7.1: Urban Public Space, Availability and Access, 2023 Release

    ",https://catalog.data.gov/dataset/sdg-indicator-11-7-1-urban-public-space-availability-and-access-2023-release
"MD iMAP: Maryland Annual Average Daily Traffic - Annual Average Daily Traffic (SHA Statewide AADT Lines)

    ",https://catalog.data.gov/dataset/md-imap-maryland-annual-average-daily-traffic-annual-average-daily-traffic-sha-statewide-a
"Austin Water - Commercial Water Consumption

    ",https://catalog.data.gov/dataset/austin-water-commercial-water-consumption
"Dissolved inorganic carbon, alkalinity, temperature, salinity and other variables collected from discrete sample and profile observations using CTD, bottle and other instruments from KNORR in the North Atlantic Ocean, North Greenland Sea and others from 1972-07-18 to 1973-04-01 (NCEI Accession 0143398)

    ",https://catalog.data.gov/dataset/dissolved-inorganic-carbon-alkalinity-temperature-salinity-and-other-variables-collected-from-d138
"Precipitation - Historic Monthly Time Series

    ",https://catalog.data.gov/dataset/precipitation-historic-monthly-time-series
"Budget - 2025 Budget Ordinance - Positions and Salaries

    ",https://catalog.data.gov/dataset/budget-2025-budget-ordinance-positions-and-salaries
"U.S. Small Business HUBZone Qualified Census Tracts

    ",https://catalog.data.gov/dataset/u-s-small-business-hubzone-qualitfied-census-tracts-1a0d5
"2018 Central Park Squirrel Census - Stories

    ",https://catalog.data.gov/dataset/2018-central-park-squirrel-census-stories
"TIGER/Line Shapefile, 2020, Nation, U.S., Tribal Census Tracts

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2020-nation-u-s-tribal-census-tracts
"Licensed and Certified Healthcare Facility Listing

    ",https://catalog.data.gov/dataset/licensed-and-certified-healthcare-facility-listing-6e3f9
"Time Series Economic Indicators Time Series -: New Home Sales

    ",https://catalog.data.gov/dataset/time-series-economic-indicators-time-series-new-home-sales
"Asbestos Control Program (ACP7)

    ",https://catalog.data.gov/dataset/asbestos-control-program-acp7
"Monthly Climatic Data for the World

    ",https://catalog.data.gov/dataset/monthly-climatic-data-for-the-world4
"Bureau of Land Management's Land and Mineral Legacy Rehost System (LR2000) mineral use cases for the Sagebrush Mineral-Resource Assessment, Idaho, Montana, Nevada, Oregon, Utah, and Wyoming

    ",https://catalog.data.gov/dataset/bureau-of-land-managements-land-and-mineral-legacy-rehost-system-lr2000-mineral-use-cases-
"Community-Based Dementia Care

    ",https://catalog.data.gov/dataset/community-based-dementia-care
"APD Immigration Status Inquiries

    ",https://catalog.data.gov/dataset/apd-immigration-status-inquiries
"TIGER/Line Shapefile, 2021, State, Oklahoma, Census Tracts

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2021-state-oklahoma-census-tracts
"Bias Crime

    ",https://catalog.data.gov/dataset/bias-crime
"Elevation-bathymetry models for the Lake Superior region

    ",https://catalog.data.gov/dataset/elevation-bathymetry-models-for-the-lake-superior-region
"VHA Support Service Center Primary Care Management Module (PCMM)

    ",https://catalog.data.gov/dataset/vha-support-service-center-primary-care-management-module-pcmm
"Medicaid Financial Management Data – National Totals

    ",https://catalog.data.gov/dataset/medicaid-financial-management-data-national-totals-bce32
"Projections of shoreline change for California due to 21st century sea-level rise

    ",https://catalog.data.gov/dataset/projections-of-shoreline-change-for-california-due-to-21st-century-sea-level-rise
"TIGER/Line Shapefile, 2023, County, Knox County, TN, Topological Faces (Polygons With All Geocodes)

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2023-county-knox-county-tn-topological-faces-polygons-with-all-geocodes
"MERRA-2 tavg1_2d_aer_Nx: 2d,1-Hourly,Time-averaged,Single-Level,Assimilation,Aerosol Diagnostics 0.625 x 0.5 degree V5.12.4 (M2T1NXAER) at GES DISC

    ",https://catalog.data.gov/dataset/merra-2-tavg1-2d-aer-nx-2d1-hourlytime-averagedsingle-levelassimilationaerosol-diagnostics
"FTF ""Don't Lose the Plot"" Impact Assessment: Kenya Dataset

    ",https://catalog.data.gov/dataset/ftf-dont-lose-the-plot-impact-assessment-kenya-dataset-657aa
"Generic Issues

    ",https://catalog.data.gov/dataset/generic-issues
"Soil Climate Analysis Network (SCAN)

    ",https://catalog.data.gov/dataset/soil-climate-analysis-network-scan
"US Forest Atlas FIA Modeled Abundance, Forest-type Groups, Harvest and Carbon (Rest Services Directory)

    ",https://catalog.data.gov/dataset/us-forest-atlas-fia-modeled-abundance-forest-type-groups-harvest-and-carbon-rest-services--8c654
"Chicago Women's Health Risk Study, 1995-1998

    ",https://catalog.data.gov/dataset/chicago-womens-health-risk-study-1995-1998-84646
"2023 Child and Adult Health Care Quality Measures Quality

    ",https://catalog.data.gov/dataset/2023-child-and-adult-health-care-quality-measures-quality
"Dental Utilization Measures and Sealant Data by County, Ethnicity, & Age Calendar Year 2013 to 2022

    ",https://catalog.data.gov/dataset/dental-utilization-measures-and-sealant-data-by-county-ethnicity-age-calendar-year-2013-to-323f4
"Big Bend National Park Tract and Boundary Data

    ",https://catalog.data.gov/dataset/big-bend-national-park-tract-and-boundary-data
"Death Profiles by Leading Causes of Death

    ",https://catalog.data.gov/dataset/death-profiles-by-leading-causes-of-death-35077
"Cottonwood Lake Study Area - Amphibians (ver. 2.0)

    ",https://catalog.data.gov/dataset/cottonwood-lake-study-area-amphibians-ver-2-0
"International Surface Temperature Initiative (ISTI) Global Land Surface Temperature Databank - Stage 3 Monthly

    ",https://catalog.data.gov/dataset/international-surface-temperature-initiative-isti-global-land-surface-temperature-databank-stag10
"MBDA Annual Performance Reports

    ",https://catalog.data.gov/dataset/construction-price-indexes
"Hospital Inpatient - Characteristics by Patient County of Residence

    ",https://catalog.data.gov/dataset/hospital-inpatient-characteristics-by-patient-county-of-residence-e34d3
"Bathymetry of Lake Superior

    ",https://catalog.data.gov/dataset/bathymetry-of-lake-superior1
"Demographic and Health (DHS) STATCompiler

    ",https://catalog.data.gov/dataset/demographic-and-health-dhs-statcompiler
"InsHist

    ",https://catalog.data.gov/dataset/inshist
"MTA Bus Route Segment Speeds: 2023 - 2024

    ",https://catalog.data.gov/dataset/mta-bus-route-segment-speeds-beginning-2023
"Long-Term Consequences of Delinquency: Child Maltreatment and Crime in Early Adulthood in New York, 1990-2006

    ",https://catalog.data.gov/dataset/long-term-consequences-of-delinquency-child-maltreatment-and-crime-in-early-adulthood-1990-8b336
"2000 Average Monthly Sea Surface Temperature for California

    ",https://catalog.data.gov/dataset/2000-average-monthly-sea-surface-temperature-for-california2
"Vessel Operating Units (Vessels)

    ",https://catalog.data.gov/dataset/vessel-operating-units-vessels
"Iowa Medicaid Payments & Recipients by Month and County

    ",https://catalog.data.gov/dataset/iowa-medicaid-payments-recipients-by-month-and-county
"Data from: A century of wild bee sampling: historical data and neural network analysis reveal ecological traits associated with species loss.

    ",https://catalog.data.gov/dataset/data-from-a-century-of-wild-bee-sampling-historical-data-and-neural-network-analysis-revea
"Abortion-Related Services Funded by Medi-Cal, Calendar Years 2014-2020

    ",https://catalog.data.gov/dataset/abortion-related-services-funded-by-medi-cal-calendar-years-2014-2020-a1c34
"Voting Precincts

    ",https://catalog.data.gov/dataset/voting-precincts-843de
"Collection
            
TIGER/Line Shapefile, 2019, Series Information for the Current Place State-based Shapefile

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2019-series-information-for-the-current-place-state-based-shapefile
"Institutional Medical Billing Services (SV2) Detail Information

    ",https://catalog.data.gov/dataset/institutional-medical-billing-services-sv2-detail-information
"Protecting Human Rights (PHR) Program: Number of Child Marriages Prevented Dataset

    ",https://catalog.data.gov/dataset/protecting-human-rights-phr-program-number-of-child-marriages-prevented-dataset-cdc87
"Global 1-km Sea Surface Temperature (G1SST)

    ",https://catalog.data.gov/dataset/global-1-km-sea-surface-temperature-g1sst
"2022–2023 Nationwide Blood Donor Seroprevalence Survey Combined Infection- and Vaccination-Induced Seroprevalence Estimates

    ",https://catalog.data.gov/dataset/2022-nationwide-blood-donor-seroprevalence-survey-combined-infection-and-vaccination-induc-7e043
"National School Lunch Program Monthly Data

    ",https://catalog.data.gov/dataset/national-school-lunch-program-monthly-data
"Annual winter elk movements in the Greater Yellowstone Ecosystem 2001-2015

    ",https://catalog.data.gov/dataset/annual-winter-elk-movements-in-the-greater-yellowstone-ecosystem-2001-2015
"Birth Rates

    ",https://catalog.data.gov/dataset/birth-rates-048ec
"Zoning Map for DC

    ",https://catalog.data.gov/dataset/zoning-map-for-dc
"Grand Teton National Park Escherichia coli (E. coli) Sampling and Monitoring Data from 2012-2024 as of 2024-11-13

    ",https://catalog.data.gov/dataset/grand-teton-national-park-escherichia-coli-e-coli-sampling-and-monitoring-data-from-2012-1
"SHIP Early Prenatal Care 2010-2021

    ",https://catalog.data.gov/dataset/ship-early-prenatal-care-2010-2017
"Shark and Red Snapper Bottom Longline Survey

    ",https://catalog.data.gov/dataset/shark-and-red-snapper-bottom-longline-survey
"Post-Katrina Damage Assessment

    ",https://catalog.data.gov/dataset/post-katrina-damage-assessment
"Selected Interest Rates - Business Daily

    ",https://catalog.data.gov/dataset/selected-interest-rates-business-daily
"NCVS Victimization Analysis Tool (NVAT)

    ",https://catalog.data.gov/dataset/national-crime-victimization-survey-ncvs-data
"Federally Recognized Tribal Lands

    ",https://catalog.data.gov/dataset/federally-recognized-tribal-lands-088b8
"International_Passengers_Freight_ All_Types

    ",https://catalog.data.gov/dataset/international-passengers-freight-all-types
"TIGER/Line Shapefile, Current, County, Oakland County, MI, All Roads

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-current-county-oakland-county-mi-all-roads
"Triton Field Trials (TFiT) underwater noise - University of New Hampshire Living Bridge turbine Processed Data

    ",https://catalog.data.gov/dataset/triton-field-trials-tfit-underwater-noise-university-of-new-hampshire-living-bridge-turbin-9250e
"TIGER/Line Shapefile, 2023, State, Puerto Rico, Primary and Secondary Roads

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2023-state-puerto-rico-primary-and-secondary-roads
"Migration Routes of Mule Deer in the Doyle Herd in California

    ",https://catalog.data.gov/dataset/migration-routes-of-mule-deer-in-the-doyle-herd-in-california
"2016–2019 Progress Report: Advancing Artificial Intelligence R&D

    ",https://catalog.data.gov/dataset/20162019-progress-report-advancing-artificial-intelligence-rd
"Iowa Hunting Atlas

    ",https://catalog.data.gov/dataset/iowa-hunting-atlas
"Initial Disability and Hearing Level Service Satisfaction - FY 2008-2018

    ",https://catalog.data.gov/dataset/initial-disability-and-hearing-level-service-satisfaction-2008-onward
"Superfund Query

    ",https://catalog.data.gov/dataset/superfund-query
"State Financial Reports

    ",https://catalog.data.gov/dataset/state-financial-reports
"Property Exemption Detail

    ",https://catalog.data.gov/dataset/property-exemption-detail
"Uniform Bank Performance Report

    ",https://catalog.data.gov/dataset/uniform-bank-performance-report
"TIGER/Line Shapefile, 2021, County, Orange County, CA, All Roads

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2021-county-orange-county-ca-all-roads
"2023 High Volume FHV Trip Data

    ",https://catalog.data.gov/dataset/2023-high-volume-fhv-trip-data
"TIGER/Line Shapefile, 2022, State, Colorado, 118th Congressional District

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2022-state-colorado-118th-congressional-district
"Nigeria Tuberculosis Program Quality of Care Study 2019

    ",https://catalog.data.gov/dataset/nigeria-tuberculosis-program-quality-of-care-study-2019-53893
"Spatial habitat grid

    ",https://catalog.data.gov/dataset/spatial-habitat-grid
"TIGER/Line Shapefile, 2021, State, North Carolina, Block Groups

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2021-state-north-carolina-block-groups
"Delta Food Outlets Study

    ",https://catalog.data.gov/dataset/delta-food-outlets-study-2786d
"Price Discovery

    ",https://catalog.data.gov/dataset/price-discovery
"Gateway National Weather Service (NWS) Service Records and Retention System (SRRS)

    ",https://catalog.data.gov/dataset/gateway-national-weather-service-nws-service-records-and-retention-system-srrs2
"NNDSS - TABLE 1CC. Rabies, Animal to Rabies, Human

    ",https://catalog.data.gov/dataset/nndss-table-1cc-rabies-animal-to-rabies-human-f4948
"Eating Disorders in Military Connected People

    ",https://catalog.data.gov/dataset/eating-disorders-in-military-connected-people
"Percentage of Physically-fit Students (LGHC Indicator)

    ",https://catalog.data.gov/dataset/percentage-of-physically-fit-students-lghc-indicator-9b191
"NOAA Climate Data Record (CDR) of Solar Spectral Irradiance (SSI), NRLSSI Version 2.1

    ",https://catalog.data.gov/dataset/noaa-climate-data-record-cdr-of-solar-spectral-irradiance-ssi-nrlssi-version-2-1
"Federal Campus-Based Programs Data Book 2019

    ",https://catalog.data.gov/dataset/federal-campus-based-programs-data-book-2019-5bbfa
"Cadastral PLSS Standardized Data - PLSSQuarterReference, NW - Version 1.1

    ",https://catalog.data.gov/dataset/cadastral-plss-standardized-data-plssquarterreference-nw-version-1-1
"Ebola Geocoding Data

    ",https://catalog.data.gov/dataset/ebola-geocoding-data
"Rural-Urban Continuum Codes

    ",https://catalog.data.gov/dataset/rural-urban-continuum-codes
"U.S.-Canada Incoming Person Crossings

    ",https://catalog.data.gov/dataset/u-s-canada-incoming-person-crossings
"TIGER/Line Shapefile, 2021, State, Indiana, Census Tracts

    ",https://catalog.data.gov/dataset/tiger-line-shapefile-2021-state-indiana-census-tracts
"Non-Violent Crimes

    ",https://catalog.data.gov/dataset/non-violent-crimes
"Film and Television Rebate Fund

    ",https://catalog.data.gov/dataset/film-and-television-rebate-fund-80da2
"Total Property Insurance Premiums Written Annually in New York: Beginning 1998

    ",https://catalog.data.gov/dataset/total-property-insurance-premiums-written-annually-in-new-york-beginning-1998
"Forest Service Research Data Archive - Index

    ",https://catalog.data.gov/dataset/forest-service-research-data-archive-index-bc1c3
"Transportation - Seattle Neighborhoods

    ",https://catalog.data.gov/dataset/transportation-table-seattle-neighborhoods
"2004 National and State Estimations Civil Rights Data Collection

    ",https://catalog.data.gov/dataset/2004-national-and-state-estimations-civil-rights-data-collection-9741e
"PER CAPITA INCOME and AGGREGATE INCOME IN THE PAST 12 MONTHS (IN INFLATION-ADJUSTED DOLLARS)

    ",https://catalog.data.gov/dataset/per-capita-income-and-aggregate-income-in-the-past-12-months-in-inflation-adjusted-dollars
"Large Commercial Banks

    ",https://catalog.data.gov/dataset/large-commercial-banks
